# StarID X Y Z
19440 37.70462 72.80152 -22.01251
19465 18.31057 35.49148 -35.95107
19522 32.70171 63.90677 -26.63527
19559 59.67754 117.23732 -30.91125
19620 58.19849 115.2355 45.81441
19639 33.50086 66.49413 -47.97465
19655 17.24037 34.29699 -107.92415
19668 40.95143 81.70756 14.29639
19676 31.68459 63.31586 -113.40264
19710 59.13609 118.86537 -59.68063
19711 39.33985 79.08806 87.56351
19771 54.10578 109.73448 23.22448
19774 46.93635 95.22208 -89.2546
19780 50.99826 103.54359 6.54708
19781 63.58984 129.14984 9.95891
19789 62.99372 128.03326 -41.44622
19807 54.72532 111.52483 8.70732
